stop_id,stop_name,stop_lat,stop_lon,location_type,wheelchair_boarding,location
2994,California & Roscoe,41.94291437,-87.69801167,0,1,"(41.94291437, -87.69801167)"
2995,California & Melrose,41.940325,-87.697913,0,1,"(41.940325, -87.697913)"
2996,California & Belmont,41.93952359,-87.69791818,0,1,"(41.93952359, -87.69791818)"
2997,California & Barry,41.937648,-87.697837,0,1,"(41.937648, -87.697837)"
2998,California & Wellington,41.935813,-87.697797,0,1,"(41.935813, -87.697797)"
2999,California & George,41.93463044,-87.69776578,0,1,"(41.93463044, -87.69776578)"
3001,California & Schubert,41.930271,-87.697631,0,1,"(41.930271, -87.697631)"
3002,California & Logan,41.92877187,-87.69762089,0,1,"(41.92877187, -87.69762089)"
3003,California & Logan,41.92812531,-87.69760079,0,1,"(41.92812531, -87.69760079)"
3004,California & Altgeld,41.92675911,-87.69754737,0,1,"(41.92675911, -87.69754737)"
3006,California & Milwaukee (Blue Line),41.92309537,-87.69744573,0,1,"(41.92309537, -87.69744573)"
3007,California & Palmer,41.92179621,-87.69740341,0,1,"(41.92179621, -87.69740341)"
3009,California & Dickens,41.91970425,-87.69734055,0,1,"(41.91970425, -87.69734055)"
3010,California & Armitage,41.91759312,-87.69727933,0,1,"(41.91759312, -87.69727933)"
3011,California & Cortland,41.915764,-87.697209,0,1,"(41.915764, -87.697209)"
3012,California & Bloomingdale,41.9141084,-87.69717068,0,1,"(41.9141084, -87.69717068)"
3013,California & Wabansia,41.912447,-87.697112,0,1,"(41.912447, -87.697112)"
3015,California & Le Moyne,41.90852113,-87.69711126,0,1,"(41.90852113, -87.69711126)"
3016,California & Hirsch,41.9066899,-87.69706084,0,1,"(41.9066899, -87.69706084)"
3017,California & Evergreen,41.905656,-87.696986,0,1,"(41.905656, -87.696986)"
3018,California & Potomac,41.90475723,-87.6970125,0,1,"(41.90475723, -87.6970125)"
3019,California & Division,41.90302616,-87.6969811,0,1,"(41.90302616, -87.6969811)"
3020,California & Thomas,41.901183,-87.696915,0,1,"(41.901183, -87.696915)"
3021,California & Augusta,41.89939053,-87.69688045,0,1,"(41.89939053, -87.69688045)"
3023,California & Chicago,41.89577412,-87.69679557,0,1,"(41.89577412, -87.69679557)"
3024,Kedzie & Chicago,41.895366,-87.706631,0,1,"(41.895366, -87.706631)"
3025,Kedzie & Huron,41.893798,-87.706572,0,1,"(41.893798, -87.706572)"
3026,Kedzie & Ohio,41.89205631,-87.70652731,0,1,"(41.89205631, -87.70652731)"
3028,Kedzie & Franklin,41.88964213,-87.70647759,0,1,"(41.88964213, -87.70647759)"
3030,Kedzie & Carroll,41.88759307,-87.70640263,0,1,"(41.88759307, -87.70640263)"
3037,Kedzie & Monroe,41.87978999,-87.70616241,0,1,"(41.87978999, -87.70616241)"
3038,Kedzie & Adams,41.878447,-87.706128,0,1,"(41.878447, -87.706128)"
3040,Kedzie & Van Buren,41.875956,-87.706024,0,1,"(41.875956, -87.706024)"
3041,Kedzie-Homan Blue Line Station,41.87425108,-87.70601698,0,1,"(41.87425108, -87.70601698)"
3044,Kedzie & Polk,41.871041,-87.705893,0,1,"(41.871041, -87.705893)"
3047,Kedzie & Roosevelt,41.86660037,-87.70577397,0,1,"(41.86660037, -87.70577397)"
3048,Kedzie & 13th Street,41.864651,-87.705681,0,1,"(41.864651, -87.705681)"
3050,Kedzie & Douglas,41.86233623,-87.70566139,0,1,"(41.86233623, -87.70566139)"
3051,Kedzie & 15th Street,41.861384,-87.705589,0,1,"(41.861384, -87.705589)"
3053,Kedzie & Ogden,41.85743874,-87.70549982,0,1,"(41.85743874, -87.70549982)"
3054,Kedzie & 19th Street,41.85549,-87.705422,0,1,"(41.85549, -87.705422)"
3055,Kedzie Pink Line Station,41.85409804,-87.70539304,0,1,"(41.85409804, -87.70539304)"
3057,Kedzie & 23rd Street,41.850031,-87.705265,0,1,"(41.850031, -87.705265)"
3058,Kedzie & 24th Street,41.84828519,-87.70522659,0,1,"(41.84828519, -87.70522659)"
3059,Kedzie & 25th Street,41.846404,-87.705158,0,1,"(41.846404, -87.705158)"
3060,Kedzie & 26th Street,41.8446022,-87.70513247,0,1,"(41.8446022, -87.70513247)"
3061,Kedzie & 27th Street,41.842771,-87.70505,0,1,"(41.842771, -87.70505)"
3062,Kedzie & 28th Street,41.84095751,-87.70501114,0,1,"(41.84095751, -87.70501114)"
3063,Kedzie & 30th Street,41.839129,-87.70494,0,1,"(41.839129, -87.70494)"
3065,3201 S Kedzie,41.83547678,-87.70484532,0,1,"(41.83547678, -87.70484532)"
3066,3349 S Kedzie,41.83257502,-87.70476521,0,1,"(41.83257502, -87.70476521)"
3067,3448 S Kedzie,41.83105205,-87.70471624,0,1,"(41.83105205, -87.70471624)"
3068,Kedzie & 36th Street,41.82817004,-87.70465074,0,1,"(41.82817004, -87.70465074)"
3070,3700 S Kedzie,41.826163,-87.70459,0,1,"(41.826163, -87.70459)"
3074,Kedzie & 41st Street,41.81903549,-87.70448889,0,1,"(41.81903549, -87.70448889)"
3075,Kedzie & 42nd Street,41.817214,-87.704367,0,1,"(41.817214, -87.704367)"
3076,Kedzie & 43rd Street,41.81552256,-87.70434882,0,1,"(41.81552256, -87.70434882)"
3078,Kedzie & 45th Street,41.81185697,-87.70421358,0,1,"(41.81185697, -87.70421358)"
3079,Kedzie & 46th Street,41.81007343,-87.70413214,0,1,"(41.81007343, -87.70413214)"
3082,Kedzie & 48th Place,41.805777,-87.70398,0,1,"(41.805777, -87.70398)"
3083,Kedzie Orange Line Station,41.80486481,-87.70453888,0,1,"(41.80486481, -87.70453888)"
3087,Kedzie & 52nd Street,41.79906955,-87.70379432,0,1,"(41.79906955, -87.70379432)"
3089,Kedzie & 54th Street,41.79543405,-87.7036717,0,1,"(41.79543405, -87.7036717)"
3090,Kedzie & 55th Street,41.79364014,-87.70365104,0,1,"(41.79364014, -87.70365104)"
3091,Kedzie & 56th Street,41.79178516,-87.7035844,0,1,"(41.79178516, -87.7035844)"
3092,Kedzie & 57th Street,41.78996466,-87.70353155,0,1,"(41.78996466, -87.70353155)"
3093,Kedzie & 58th Street,41.78818698,-87.7034698,0,1,"(41.78818698, -87.7034698)"
3095,Kedzie & 60th Street,41.7845285,-87.70335784,0,1,"(41.7845285, -87.70335784)"
3097,Kedzie & 62nd Street,41.7808785,-87.70327083,0,1,"(41.7808785, -87.70327083)"
3099,Kedzie & 63rd Place Terminal,41.77832526,-87.70334562,0,1,"(41.77832526, -87.70334562)"
3101,Kedzie & 62nd Street,41.7807125,-87.70312583,0,1,"(41.7807125, -87.70312583)"
3102,Kedzie & 61st Street,41.7825385,-87.70316683,0,1,"(41.7825385, -87.70316683)"
3103,Kedzie & 60th Street,41.7843635,-87.70321284,0,1,"(41.7843635, -87.70321284)"
3104,Kedzie & 59th Street,41.78604284,-87.70323809,0,1,"(41.78604284, -87.70323809)"
3105,Kedzie & 58th Street,41.7879498,-87.70331107,0,1,"(41.7879498, -87.70331107)"
3107,Kedzie & 56th Street,41.79158602,-87.70340757,0,1,"(41.79158602, -87.70340757)"
3109,Kedzie & 54th Street,41.79524352,-87.70352273,0,1,"(41.79524352, -87.70352273)"
3110,Kedzie & 53rd Street,41.79712529,-87.70358211,0,1,"(41.79712529, -87.70358211)"
3111,Kedzie & 52nd Street,41.79892264,-87.70362845,0,1,"(41.79892264, -87.70362845)"
3115,47th Street & Kedzie,41.80818686,-87.70425837,0,1,"(41.80818686, -87.70425837)"
3116,Kedzie & 48th Place,41.805625,-87.703835,0,1,"(41.805625, -87.703835)"
3118,Kedzie & 47th Street,41.80794026,-87.70385679,0,1,"(41.80794026, -87.70385679)"
3119,Kedzie & 46th Street,41.80982386,-87.7039531,0,1,"(41.80982386, -87.7039531)"
3120,Kedzie & 45th Street,41.81161512,-87.7040251,0,1,"(41.81161512, -87.7040251)"
3123,Kedzie & 42nd Street,41.817062,-87.704222,0,1,"(41.817062, -87.704222)"
3124,Kedzie & 41st Street,41.81889654,-87.70431085,0,1,"(41.81889654, -87.70431085)"
3125,Kedzie & 40th Street,41.82068828,-87.70438589,0,1,"(41.82068828, -87.70438589)"
3128,3700 S Kedzie,41.82618445,-87.70442168,0,1,"(41.82618445, -87.70442168)"
3130,Kedzie & 36th Street,41.827986,-87.704475,0,1,"(41.827986, -87.704475)"
3131,3426 S Kedzie,41.83015494,-87.70452187,0,1,"(41.83015494, -87.70452187)"
3132,3349 S Kedzie,41.83266508,-87.70459199,0,1,"(41.83266508, -87.70459199)"
3133,3201 S Kedzie,41.83547406,-87.70469377,0,1,"(41.83547406, -87.70469377)"
3134,Kedzie & 31st Street,41.83713462,-87.70473314,0,1,"(41.83713462, -87.70473314)"
3135,Kedzie & 30th Street,41.838964,-87.704795,0,1,"(41.838964, -87.704795)"
3137,Kedzie & 27th Street,41.842606,-87.704905,0,1,"(41.842606, -87.704905)"
3141,Kedzie & 23rd Street,41.849865,-87.70512,0,1,"(41.849865, -87.70512)"
3144,Kedzie & 19th Street,41.855325,-87.705277,0,1,"(41.855325, -87.705277)"
3147,Kedzie & 15th Street,41.861232,-87.705443,0,1,"(41.861232, -87.705443)"
3148,Kedzie & Douglas,41.86239345,-87.70545374,0,1,"(41.86239345, -87.70545374)"
3149,Kedzie & Douglas,41.86314714,-87.70548753,0,1,"(41.86314714, -87.70548753)"
3150,Kedzie & 13th Street,41.864485,-87.705536,0,1,"(41.864485, -87.705536)"
3152,Kedzie & Fillmore,41.868136,-87.705652,0,1,"(41.868136, -87.705652)"
3153,Kedzie & Arthington,41.869963,-87.705716,0,1,"(41.869963, -87.705716)"
3154,Kedzie & Polk,41.870875,-87.705748,0,1,"(41.870875, -87.705748)"
3156,Kedzie & Harrison (Blue Line),41.87358262,-87.70579833,0,1,"(41.87358262, -87.70579833)"
3158,Kedzie & Van Buren,41.875791,-87.705879,0,1,"(41.875791, -87.705879)"
3159,Kedzie & Jackson,41.877241,-87.705938,0,1,"(41.877241, -87.705938)"
3162,Kedzie & Madison,41.88087025,-87.70602471,0,1,"(41.88087025, -87.70602471)"
3164,Kedzie & Washington,41.88270813,-87.70607539,0,1,"(41.88270813, -87.70607539)"
3165,Kedzie & Lake (Green Line),41.88421582,-87.7061072,0,1,"(41.88421582, -87.7061072)"
3170,Kedzie & Franklin,41.88973708,-87.70628452,0,1,"(41.88973708, -87.70628452)"
3173,Kedzie & Huron,41.893632,-87.706426,0,1,"(41.893632, -87.706426)"
3174,Kedzie & Chicago,41.89543434,-87.70646001,0,1,"(41.89543434, -87.70646001)"
3175,California & Chicago,41.895833,-87.696625,0,1,"(41.895833, -87.696625)"
3178,California & Thomas,41.9010651,-87.69672593,0,1,"(41.9010651, -87.69672593)"
3180,California & Potomac,41.90460506,-87.6968243,0,1,"(41.90460506, -87.6968243)"
3181,California & Evergreen,41.90559277,-87.69680686,0,1,"(41.90559277, -87.69680686)"
3182,California & Hirsch,41.90643007,-87.69686363,0,1,"(41.90643007, -87.69686363)"
3183,California & Le Moyne,41.90832577,-87.69692585,0,1,"(41.90832577, -87.69692585)"
3185,California & Wabansia,41.91190157,-87.69694735,0,1,"(41.91190157, -87.69694735)"
3186,1750 N California,41.91299413,-87.69695695,0,1,"(41.91299413, -87.69695695)"
3187,California & Cortland,41.915599,-87.697064,0,1,"(41.915599, -87.697064)"
3188,California & Armitage,41.917397,-87.697116,0,1,"(41.917397, -87.697116)"
3189,California & Point,41.91931687,-87.69717285,0,1,"(41.91931687, -87.69717285)"
3191,California & Palmer (Blue Line),41.92178352,-87.69723804,0,1,"(41.92178352, -87.69723804)"
3192,California & Milwaukee,41.92268777,-87.69727664,0,1,"(41.92268777, -87.69727664)"
3194,California & Altgeld,41.92651616,-87.6973777,0,1,"(41.92651616, -87.6973777)"
3196,California & Logan,41.92880349,-87.6974322,0,1,"(41.92880349, -87.6974322)"
3197,California & Schubert,41.930187,-87.697485,0,1,"(41.930187, -87.697485)"
3199,California & George,41.934578,-87.697584,0,1,"(41.934578, -87.697584)"
3200,California & Wellington,41.93571545,-87.69761083,0,1,"(41.93571545, -87.69761083)"
3201,California & Barry,41.93746248,-87.69766878,0,1,"(41.93746248, -87.69766878)"
3205,Stony Island & 63rd/64th,41.77946657,-87.58653206,0,1,"(41.77946657, -87.58653206)"
3206,64th Street & Blackstone,41.778815,-87.588752,0,1,"(41.778815, -87.588752)"
3209,63rd Street & Kenwood,41.78061051,-87.5929241,0,1,"(41.78061051, -87.5929241)"
3210,63rd Street & Kimbark,41.78059651,-87.5945291,0,1,"(41.78059651, -87.5945291)"
3212,63rd Street & University,41.780548,-87.597613,0,1,"(41.780548, -87.597613)"
3213,63rd Street & Greenwood,41.78054407,-87.59933123,0,1,"(41.78054407, -87.59933123)"
3218,63rd Street & Langley,41.78042609,-87.60826608,0,1,"(41.78042609, -87.60826608)"
3219,63rd Street & St. Lawrence,41.78038712,-87.61071262,0,1,"(41.78038712, -87.61071262)"
3220,63rd Street & Rhodes,41.78037017,-87.61177817,0,1,"(41.78037017, -87.61177817)"
3221,63rd Street & Eberhart,41.78034464,-87.61311249,0,1,"(41.78034464, -87.61311249)"
3222,63rd Street & King Drive (Green Line),41.78030144,-87.61552795,0,1,"(41.78030144, -87.61552795)"
3223,63rd Street & Prairie,41.780248,-87.618595,0,1,"(41.780248, -87.618595)"
3224,63rd Street & Indiana,41.780198,-87.620183,0,1,"(41.780198, -87.620183)"
3225,63rd Street & Michigan,41.78009804,-87.62187272,0,1,"(41.78009804, -87.62187272)"
3226,63rd Street & Wabash,41.78007272,-87.62358263,0,1,"(41.78007272, -87.62358263)"
3227,63rd Street & State,41.78015549,-87.62505578,0,1,"(41.78015549, -87.62505578)"
3228,63rd Street & Wentworth,41.78005202,-87.62998054,0,1,"(41.78005202, -87.62998054)"
3229,63rd Red Line Station,41.78000777,-87.63089987,0,1,"(41.78000777, -87.63089987)"
3230,63rd Street & Yale,41.7800024,-87.63195438,0,1,"(41.7800024, -87.63195438)"
3232,63rd Street & Stewart,41.77996496,-87.63488716,0,1,"(41.77996496, -87.63488716)"
3233,63rd Street & Normal,41.77995022,-87.63733366,0,1,"(41.77995022, -87.63733366)"
3235,63rd Street & Lowe,41.7798779,-87.64080704,0,1,"(41.7798779, -87.64080704)"
3240,63rd Street & Aberdeen,41.7797107,-87.65195225,0,1,"(41.7797107, -87.65195225)"
3242,63rd Street & Throop,41.77961155,-87.65686727,0,1,"(41.77961155, -87.65686727)"
3243,63rd Street & Loomis,41.77957206,-87.659259,0,1,"(41.77957206, -87.659259)"
3244,63rd Street & Laflin,41.77956658,-87.6616912,0,1,"(41.77956658, -87.6616912)"
3245,Ashland/63rd Green Line Station,41.778812,-87.663683,0,1,"(41.778812, -87.663683)"
3246,63rd Street & Ashland (Green Line),41.77952869,-87.66459894,0,1,"(41.77952869, -87.66459894)"
3247,63rd Street & Paulina,41.77947274,-87.66649764,0,1,"(41.77947274, -87.66649764)"
3248,63rd Street & Wood,41.77946557,-87.66888622,0,1,"(41.77946557, -87.66888622)"
3249,63rd Street & Wolcott,41.77940287,-87.67134785,0,1,"(41.77940287, -87.67134785)"
3251,63rd Street & Hoyne,41.77936676,-87.67615837,0,1,"(41.77936676, -87.67615837)"
3254,63rd Street & Oakley,41.77923395,-87.68098659,0,1,"(41.77923395, -87.68098659)"
3255,63rd Street & Western,41.77929499,-87.68337469,0,1,"(41.77929499, -87.68337469)"
3256,63rd Street & Campbell,41.77927091,-87.68595399,0,1,"(41.77927091, -87.68595399)"
3258,63rd Street & Washtenaw,41.77921923,-87.69085251,0,1,"(41.77921923, -87.69085251)"
3260,63rd Street & Francisco,41.77913263,-87.69570595,0,1,"(41.77913263, -87.69570595)"
3261,63rd Street & Sacramento,41.77912276,-87.69818544,0,1,"(41.77912276, -87.69818544)"
3262,63rd Street & Albany,41.77907289,-87.70055501,0,1,"(41.77907289, -87.70055501)"
3264,63rd Street & Spaulding,41.77901155,-87.70541677,0,1,"(41.77901155, -87.70541677)"
3265,63rd Street & Homan,41.77901054,-87.70779978,0,1,"(41.77901054, -87.70779978)"
3266,63rd Street & St. Louis,41.778892,-87.710133,0,1,"(41.778892, -87.710133)"
3267,63rd Street & Central Park,41.77891406,-87.71236398,0,1,"(41.77891406, -87.71236398)"
3269,63rd Street & Hamlin,41.77878128,-87.71769208,0,1,"(41.77878128, -87.71769208)"
3270,63rd Street & Springfield,41.77876193,-87.72020472,0,1,"(41.77876193, -87.72020472)"
3271,63rd Street & Pulaski,41.778709,-87.722523,0,1,"(41.778709, -87.722523)"
3272,63rd Street & Karlov,41.778697,-87.72499,0,1,"(41.778697, -87.72499)"
3274,63rd Street & Kildare,41.778698,-87.729888,0,1,"(41.778698, -87.729888)"
3277,63rd Street & Kilbourn,41.77857828,-87.73487445,0,1,"(41.77857828, -87.73487445)"
3279,63rd Street & Kilpatrick,41.77852406,-87.73969845,0,1,"(41.77852406, -87.73969845)"
3281,63rd Street & Cicero,41.77853286,-87.74204338,0,1,"(41.77853286, -87.74204338)"
3282,63rd Street & Lamon,41.77845132,-87.74473517,0,1,"(41.77845132, -87.74473517)"
3283,63rd Street & Lavergne,41.77838248,-87.74708624,0,1,"(41.77838248, -87.74708624)"
3284,63rd Street & Lawler,41.77836545,-87.74840799,0,1,"(41.77836545, -87.74840799)"
3285,63rd Street & Leamington,41.77831585,-87.75083652,0,1,"(41.77831585, -87.75083652)"
3288,63rd Street & Lorel,41.77822634,-87.75551379,0,1,"(41.77822634, -87.75551379)"
3289,63rd Street & Long,41.7782178,-87.75687921,0,1,"(41.7782178, -87.75687921)"
3290,63rd Street & Linder,41.77816649,-87.75925419,0,1,"(41.77816649, -87.75925419)"
3291,63rd Street & Central,41.77813199,-87.7615103,0,1,"(41.77813199, -87.7615103)"
3292,63rd Street & Major,41.77807481,-87.76407533,0,1,"(41.77807481, -87.76407533)"
3293,63rd Street & Menard,41.77802493,-87.76649948,0,1,"(41.77802493, -87.76649948)"
3294,63rd Street & Mayfield,41.77797235,-87.7688993,0,1,"(41.77797235, -87.7688993)"
3295,63rd Street & Austin,41.77794822,-87.77131345,0,1,"(41.77794822, -87.77131345)"
3296,63rd Street & Meade,41.77787657,-87.77383181,0,1,"(41.77787657, -87.77383181)"
3299,Narragansett & 63rd Street,41.7775672,-87.78138169,0,1,"(41.7775672, -87.78138169)"
3300,Narragansett & 63rd Place Terminal,41.77655992,-87.78158992,0,1,"(41.77655992, -87.78158992)"
3301,63rd Street & Narragansett,41.77761513,-87.7808799,0,1,"(41.77761513, -87.7808799)"
3302,63rd Street & Mobile,41.77765928,-87.77891535,0,1,"(41.77765928, -87.77891535)"
3303,63rd Street & Melvina,41.77770702,-87.77651842,0,1,"(41.77770702, -87.77651842)"
3304,63rd Street & Meade,41.77775502,-87.77407842,0,1,"(41.77775502, -87.77407842)"
3305,63rd Street & Austin,41.77778661,-87.77159153,0,1,"(41.77778661, -87.77159153)"
3306,63rd Street & Mayfield,41.77786335,-87.76916098,0,1,"(41.77786335, -87.76916098)"
3307,63rd Street & Menard,41.7778946,-87.76669776,0,1,"(41.7778946, -87.76669776)"
3308,63rd Street & Major,41.7779436,-87.76425476,0,1,"(41.7779436, -87.76425476)"
3310,63rd Street & Linder,41.7780305,-87.75936516,0,1,"(41.7780305, -87.75936516)"
3311,63rd Street & Long,41.77808128,-87.75696754,0,1,"(41.77808128, -87.75696754)"
3314,63rd Street & Latrobe,41.77811975,-87.75326521,0,1,"(41.77811975, -87.75326521)"
3315,63rd Street & Leamington,41.77819176,-87.75086666,0,1,"(41.77819176, -87.75086666)"
3316,63rd Street & Lawler,41.77824702,-87.74845743,0,1,"(41.77824702, -87.74845743)"
3319,Cicero & 63rd Street,41.77867563,-87.74214678,0,1,"(41.77867563, -87.74214678)"
3320,Cicero & 64th Street,41.77674258,-87.74237673,0,1,"(41.77674258, -87.74237673)"
3321,Cicero & 65th Street,41.77497051,-87.742376,0,1,"(41.77497051, -87.742376)"
3322,65th Street & Lamon,41.77478905,-87.74442335,0,1,"(41.77478905, -87.74442335)"
